PM2.5,PM10,NO2,CO,SO2,O3, AQI ,AQI_Bucket,Level
0.0,378.0,83.62,7.38,25.18,79.35, 292.0 ,Poor,5
0.0,335.0,72.42,1.53,23.57,79.88, 292.0 ,Poor,5
128.0,227.0,36.95,0.43,6.0,76.25, 292.0 ,Poor,5
173.25,366.75,86.35,1.88,15.23,61.45, 292.0 ,Poor,5
197.25,395.25,98.95,4.38,11.25,74.88, 292.0 ,Poor,5
99.5,198.0,45.98,0.35,12.2,34.8, 292.0 ,Poor,5
59.25,111.0,39.23,0.0,7.45,82.28, 292.0 ,Poor,5
0.0,296.0,57.33,0.7,20.65,80.45, 293.0 ,Poor,5
48.25,157.25,35.1,0.57,8.9,41.1, 293.0 ,Poor,5
136.0,282.0,67.35,0.0,9.75,77.42, 293.0 ,Poor,5
161.0,306.0,44.1,0.25,9.9,66.67, 293.0 ,Poor,5
106.0,212.5,30.05,0.17,10.93,43.05, 293.0 ,Poor,5
201.75,481.0,97.3,2.83,13.5,77.05, 293.0 ,Poor,5
133.5,314.75,104.53,1.38,10.75,80.0, 293.0 ,Poor,5
113.0,197.0,33.6,0.0,1.8,76.85, 294.0 ,Poor,5
127.75,221.75,45.4,1.28,12.18,82.28, 294.0 ,Poor,5
151.0,304.0,37.97,0.2,11.67,55.28, 294.0 ,Poor,5
135.75,264.25,73.78,0.32,15.1,58.08, 294.0 ,Poor,5
81.75,175.5,71.67,0.05,9.43,12.28, 295.0 ,Poor,5
105.0,177.0,32.9,0.0,1.3,77.3, 295.0 ,Poor,5
101.0,162.0,34.58,0.0,9.23,76.7, 295.0 ,Poor,5
141.5,290.5,89.33,1.83,14.4,67.85, 295.0 ,Poor,5
124.0,267.0,36.92,0.12,12.5,46.12, 295.0 ,Poor,5
102.0,210.0,38.08,0.1,14.03,32.58, 295.0 ,Poor,5
78.0,166.0,44.9,0.03,9.85,35.0, 295.0 ,Poor,5
0.0,466.0,129.45,6.85,23.95,69.03, 296.0 ,Poor,5
0.0,290.0,16.95,0.2,7.0,34.65, 296.0 ,Poor,5
157.75,358.25,105.48,1.42,19.75,49.25, 296.0 ,Poor,5
68.5,153.5,39.4,0.38,14.68,37.38, 296.0 ,Poor,5
132.0,310.0,55.55,0.33,10.62,77.1, 296.0 ,Poor,5
108.0,243.0,38.62,0.28,13.92,36.35, 296.0 ,Poor,5
51.0,129.0,53.28,0.78,12.95,51.12, 296.0 ,Poor,5
107.0,221.0,39.85,0.1,10.95,55.4, 296.0 ,Poor,5
121.5,213.75,38.88,0.55,10.52,74.93, 297.0 ,Poor,5
141.5,305.5,105.43,0.0,16.6,52.8, 297.0 ,Poor,5
152.0,335.0,47.9,0.0,11.2,78.67, 297.0 ,Poor,5
52.0,130.0,59.15,0.32,10.15,40.58, 297.0 ,Poor,5
0.0,0.0,0.0,0.0,0.0,0.0, 297.0 ,Poor,5
49.75,144.75,21.75,0.2,7.88,33.8, 298.0 ,Poor,5
179.0,328.0,0.0,0.25,3.55,33.8, 298.0 ,Poor,5
108.0,197.0,29.2,2.7,15.35,80.35, 298.0 ,Poor,5
48.0,172.0,46.58,0.3,15.5,51.8, 298.0 ,Poor,5
182.5,334.5,49.2,0.9,12.0,61.8, 298.0 ,Poor,5
57.0,103.0,8.15,0.0,10.82,75.57, 298.0 ,Poor,5
78.0,169.0,41.97,0.0,8.05,34.45, 298.0 ,Poor,5
56.0,141.0,45.52,0.25,9.53,35.65, 298.0 ,Poor,5
130.0,205.0,33.42,0.0,12.22,76.57, 299.0 ,Poor,5
117.0,211.0,27.9,1.57,13.2,79.05, 299.0 ,Poor,5
137.75,312.75,90.1,1.08,16.1,45.27, 299.0 ,Poor,5
196.25,395.25,90.6,5.12,11.8,77.03, 299.0 ,Poor,5
68.0,175.0,50.4,2.02,13.38,62.92, 299.0 ,Poor,5
210.5,463.25,86.47,1.02,11.58,79.38, 299.0 ,Poor,5
185.5,281.25,50.55,0.32,4.95,77.4, 300.0 ,Poor,6
0.0,659.0,117.72,7.85,21.45,73.15, 300.0 ,Poor,6
92.0,234.5,15.05,0.12,8.45,32.45, 300.0 ,Poor,6
55.5,145.5,13.93,0.08,7.22,31.05, 300.0 ,Poor,6
216.0,368.75,11.57,1.17,12.35,71.75, 300.0 ,Poor,6
96.5,217.0,28.38,0.45,12.45,61.38, 300.0 ,Poor,6
55.0,78.0,27.5,0.5,8.95,80.32, 300.0 ,Poor,6
55.75,141.0,37.73,0.05,13.0,39.12, 300.0 ,Poor,6
58.75,152.0,48.1,0.12,14.2,42.92, 300.0 ,Poor,6
126.25,264.5,84.83,1.52,13.72,64.97, 300.0 ,Poor,6
84.25,157.75,62.6,1.12,11.53,71.83, 300.0 ,Poor,6
270.25,513.5,68.33,5.78,25.02,84.6, 300.0 ,Poor,6
351.5,666.5,134.18,7.95,22.38,78.08, 300.0 ,Poor,6
208.0,481.0,82.67,1.58,13.7,82.12, 300.0 ,Poor,6
152.0,367.0,50.45,2.17,13.45,74.68, 300.0 ,Poor,6
128.0,279.0,42.78,0.0,11.43,79.03, 300.0 ,Poor,6
167.0,340.0,45.0,0.4,9.0,78.2, 300.0 ,Poor,6
108.0,234.0,60.4,0.12,7.92,70.03, 300.0 ,Poor,6
94.0,172.0,37.12,0.32,10.73,70.85, 300.0 ,Poor,6
161.75,338.75,93.47,0.35,8.45,77.9, 300.0 ,Poor,6
52.75,112.25,41.92,0.0,5.58,82.0, 300.0 ,Poor,6
156.5,221.25,56.7,0.68,8.0,53.9, 301.0 ,Very Poor,6
83.25,182.0,12.4,0.12,8.12,29.48, 301.0 ,Very Poor,6
84.75,162.5,27.67,0.5,12.28,76.22, 301.0 ,Very Poor,6
132.25,184.0,24.35,0.5,12.02,76.65, 301.0 ,Very Poor,6
157.0,304.0,48.03,2.92,12.68,75.28, 301.0 ,Very Poor,6
144.0,299.0,64.88,0.62,7.28,50.42, 301.0 ,Very Poor,6
112.0,232.0,61.85,0.1,3.15,39.22, 301.0 ,Very Poor,6
85.0,202.0,44.98,0.0,0.4,38.02, 301.0 ,Very Poor,6
59.0,124.0,56.68,0.6,12.6,40.0, 301.0 ,Very Poor,6
77.0,171.0,75.3,0.85,12.28,43.4, 301.0 ,Very Poor,6
277.5,544.0,65.9,7.7,19.5,77.62, 301.0 ,Very Poor,6
111.5,185.75,42.62,1.05,11.8,80.67, 301.0 ,Very Poor,6
42.5,120.0,26.15,0.0,11.53,35.67, 301.0 ,Very Poor,6
72.0,185.75,72.93,0.3,16.93,47.25, 301.0 ,Very Poor,6
86.25,205.75,83.53,0.88,15.6,54.55, 301.0 ,Very Poor,6
113.75,296.25,82.7,0.88,13.07,38.77, 301.0 ,Very Poor,6
130.0,246.25,45.62,1.33,10.97,76.2, 301.0 ,Very Poor,6
83.25,185.75,39.83,1.1,13.38,40.1, 301.0 ,Very Poor,6
120.0,254.25,86.23,0.0,13.77,40.52, 301.0 ,Very Poor,6
145.0,299.0,37.33,0.4,11.1,78.2, 301.0 ,Very Poor,6
119.0,327.0,55.85,2.05,13.18,71.0, 301.0 ,Very Poor,6
197.75,410.0,72.78,0.3,10.8,80.72, 301.0 ,Very Poor,6
135.0,273.5,80.2,0.0,12.07,56.05, 301.0 ,Very Poor,6
135.75,272.25,80.03,0.2,15.72,55.8, 301.0 ,Very Poor,6
145.25,286.0,78.38,0.0,16.33,58.27, 301.0 ,Very Poor,6
101.25,205.0,78.05,0.05,11.83,20.07, 302.0 ,Very Poor,6
159.25,285.0,16.52,0.32,13.33,30.95, 302.0 ,Very Poor,6
86.0,210.0,24.18,0.17,12.03,39.0, 302.0 ,Very Poor,6
63.0,173.0,25.65,0.17,12.95,38.0, 302.0 ,Very Poor,6
91.0,204.0,106.2,1.43,13.12,50.67, 302.0 ,Very Poor,6
192.0,357.0,54.88,1.0,10.28,65.85, 302.0 ,Very Poor,6
113.75,258.5,81.15,1.25,15.2,60.55, 302.0 ,Very Poor,6
97.5,252.75,63.32,0.25,13.6,37.88, 302.0 ,Very Poor,6
81.25,161.5,62.23,1.12,13.0,71.05, 302.0 ,Very Poor,6
130.25,261.5,48.8,1.6,14.38,71.32, 302.0 ,Very Poor,6
120.75,246.5,50.92,1.27,16.68,60.47, 302.0 ,Very Poor,6
109.75,224.0,46.23,0.57,14.83,45.92, 302.0 ,Very Poor,6
247.5,476.75,80.93,6.1,14.45,80.42, 302.0 ,Very Poor,6
50.5,92.0,29.68,0.0,12.3,82.1, 302.0 ,Very Poor,6
174.0,414.75,74.28,1.12,10.35,83.0, 302.0 ,Very Poor,6
127.0,299.0,59.47,2.5,12.38,70.88, 302.0 ,Very Poor,6
177.0,342.0,46.75,0.47,7.7,81.15, 302.0 ,Very Poor,6
153.0,426.0,65.45,2.45,14.8,74.45, 302.0 ,Very Poor,6
135.0,274.0,69.35,0.3,8.3,81.93, 302.0 ,Very Poor,6
154.5,326.0,64.4,0.0,11.28,81.65, 302.0 ,Very Poor,6
199.5,375.75,86.35,0.35,12.47,79.55, 302.0 ,Very Poor,6
142.75,293.25,83.4,0.12,11.62,52.7, 302.0 ,Very Poor,6
145.0,416.0,105.6,3.8,11.2,69.3, 302.0 ,Very Poor,6
63.0,132.5,41.2,0.0,5.75,81.35, 302.0 ,Very Poor,6
167.75,244.5,47.78,0.2,9.1,32.82, 303.0 ,Very Poor,6
150.0,264.25,34.52,0.28,12.15,56.2, 303.0 ,Very Poor,6
131.75,211.5,20.6,0.2,13.65,30.45, 303.0 ,Very Poor,6
113.5,211.0,24.6,0.12,12.73,32.0, 303.0 ,Very Poor,6
94.75,196.0,25.2,0.18,11.4,35.28, 303.0 ,Very Poor,6
119.0,301.0,122.1,2.22,15.38,56.4, 303.0 ,Very Poor,6
101.25,166.5,36.73,0.65,11.15,77.53, 303.0 ,Very Poor,6
139.0,258.0,26.22,0.1,9.35,81.12, 303.0 ,Very Poor,6
154.0,281.5,25.35,0.15,8.23,81.05, 303.0 ,Very Poor,6
44.75,119.0,23.1,0.0,10.55,32.08, 303.0 ,Very Poor,6
69.0,163.0,66.08,0.23,14.88,42.0, 303.0 ,Very Poor,6
66.25,88.0,52.55,0.0,11.12,82.18, 303.0 ,Very Poor,6
156.0,372.0,96.95,0.7,14.62,83.7, 303.0 ,Very Poor,6
141.5,314.5,81.15,0.2,14.05,84.0, 303.0 ,Very Poor,6
100.75,257.5,77.28,0.65,9.65,65.82, 303.0 ,Very Poor,6
99.0,201.0,74.18,0.43,12.22,35.95, 303.0 ,Very Poor,6
166.0,310.0,33.45,0.23,10.3,78.55, 303.0 ,Very Poor,6
155.0,313.0,21.05,0.4,6.4,84.9, 303.0 ,Very Poor,6
184.0,338.0,63.63,0.32,6.22,84.72, 303.0 ,Very Poor,6
154.25,313.75,60.4,0.0,11.1,82.22, 303.0 ,Very Poor,6
152.25,300.0,53.6,0.4,11.35,82.75, 303.0 ,Very Poor,6
174.5,351.75,71.62,0.0,12.35,78.68, 303.0 ,Very Poor,6
149.5,418.5,112.88,4.55,13.93,71.62, 303.0 ,Very Poor,6
100.0,206.5,72.53,0.95,11.3,21.1, 304.0 ,Very Poor,6
144.75,287.0,39.2,2.12,16.93,58.45, 304.0 ,Very Poor,6
156.5,289.75,36.6,1.62,16.28,58.35, 304.0 ,Very Poor,6
155.75,276.75,33.5,1.38,16.35,59.4, 304.0 ,Very Poor,6
182.0,277.5,29.62,0.2,9.07,53.18, 304.0 ,Very Poor,6
126.25,169.25,24.07,0.43,12.1,75.1, 304.0 ,Very Poor,6
90.25,230.25,31.88,0.57,12.65,42.08, 304.0 ,Very Poor,6
92.5,211.0,24.6,0.95,12.57,61.0, 304.0 ,Very Poor,6
256.5,479.75,58.62,7.9,23.27,79.4, 304.0 ,Very Poor,6
365.75,603.0,37.85,7.92,21.3,82.32, 304.0 ,Very Poor,6
105.75,181.75,27.52,0.5,9.85,73.53, 304.0 ,Very Poor,6
79.25,175.0,28.55,0.12,12.0,34.9, 304.0 ,Very Poor,6
67.5,179.5,65.6,0.12,16.15,47.9, 304.0 ,Very Poor,6
68.25,172.75,67.5,0.28,17.72,53.15, 304.0 ,Very Poor,6
85.25,193.5,69.88,0.55,18.32,58.7, 304.0 ,Very Poor,6
86.5,190.5,65.78,1.0,17.0,67.47, 304.0 ,Very Poor,6
217.0,416.25,61.9,0.72,14.62,84.92, 304.0 ,Very Poor,6
335.25,606.5,119.68,7.4,24.25,80.2, 304.0 ,Very Poor,6
132.75,270.0,64.72,0.9,11.0,84.28, 304.0 ,Very Poor,6
150.0,314.5,43.25,0.73,7.48,84.45, 304.0 ,Very Poor,6
175.0,323.0,33.2,0.28,8.45,80.25, 304.0 ,Very Poor,6
174.0,414.0,87.78,1.75,12.88,77.17, 304.0 ,Very Poor,6
153.0,346.0,73.02,1.78,11.57,79.98, 304.0 ,Very Poor,6
135.0,261.0,31.17,0.62,8.2,84.4, 304.0 ,Very Poor,6
140.0,294.75,55.2,0.3,10.6,83.45, 304.0 ,Very Poor,6
169.5,339.0,68.38,0.4,9.1,83.6, 304.0 ,Very Poor,6
162.75,296.25,76.38,0.77,9.68,77.58, 304.0 ,Very Poor,6
133.0,270.5,93.22,0.93,12.15,49.75, 304.0 ,Very Poor,6
166.0,418.5,109.47,2.55,15.73,75.25, 304.0 ,Very Poor,6
107.5,206.5,55.62,0.0,10.23,80.72, 304.0 ,Very Poor,6
184.0,268.25,59.62,0.0,10.25,21.55, 305.0 ,Very Poor,6
756.0,981.0,39.22,0.73,11.15,68.75, 305.0 ,Very Poor,6
204.75,337.0,17.0,1.6,13.12,73.9, 305.0 ,Very Poor,6
109.5,224.25,38.9,2.3,15.32,54.83, 305.0 ,Very Poor,6
155.0,356.0,97.65,1.35,18.5,56.12, 305.0 ,Very Poor,6
123.0,255.0,50.48,0.0,18.07,50.48, 305.0 ,Very Poor,6
189.0,351.25,56.85,1.3,10.73,72.5, 305.0 ,Very Poor,6
158.75,282.25,25.1,0.12,8.0,80.5, 305.0 ,Very Poor,6
128.5,253.0,0.0,0.2,12.3,57.1, 305.0 ,Very Poor,6
117.75,229.0,36.5,0.2,11.43,43.65, 305.0 ,Very Poor,6
89.0,196.25,68.93,1.05,18.25,63.53, 305.0 ,Very Poor,6
177.0,354.75,23.3,0.97,3.3,84.67, 305.0 ,Very Poor,6
111.0,254.0,43.92,0.12,10.28,34.55, 305.0 ,Very Poor,6
100.0,245.0,33.2,1.75,12.95,65.03, 305.0 ,Very Poor,6
167.0,398.0,67.9,0.42,10.95,81.1, 305.0 ,Very Poor,6
128.0,287.0,35.95,0.0,11.7,82.97, 305.0 ,Very Poor,6
121.0,259.0,32.0,0.0,12.15,83.4, 305.0 ,Very Poor,6
132.0,245.0,30.0,0.67,9.95,84.0, 305.0 ,Very Poor,6
214.25,421.75,74.45,0.62,9.22,83.55, 305.0 ,Very Poor,6
170.25,378.75,96.33,1.73,17.55,78.17, 305.0 ,Very Poor,6
88.0,181.0,32.55,0.3,12.75,73.08, 306.0 ,Very Poor,6
71.25,171.75,38.72,1.18,15.9,49.52, 306.0 ,Very Poor,6
214.0,303.5,28.4,0.25,7.65,57.12, 306.0 ,Very Poor,6
103.75,350.75,48.62,1.55,12.18,53.3, 306.0 ,Very Poor,6
236.5,426.0,51.1,6.92,23.07,80.6, 306.0 ,Very Poor,6
115.5,197.0,25.15,0.5,6.6,69.85, 306.0 ,Very Poor,6
148.5,295.25,34.55,0.28,10.1,81.92, 306.0 ,Very Poor,6
145.25,260.0,21.65,0.03,8.5,80.55, 306.0 ,Very Poor,6
52.0,113.0,6.35,0.0,11.85,76.4, 306.0 ,Very Poor,6
195.0,387.0,53.88,2.35,2.08,85.0, 306.0 ,Very Poor,6
75.0,191.0,12.9,0.0,6.38,34.33, 306.0 ,Very Poor,6
161.0,289.0,55.48,0.2,10.45,81.95, 306.0 ,Very Poor,6
96.0,177.0,31.52,1.05,13.48,68.95, 306.0 ,Very Poor,6
147.25,302.5,74.78,0.5,12.35,80.88, 306.0 ,Very Poor,6
85.0,223.0,68.15,0.05,8.27,39.7, 307.0 ,Very Poor,6
108.0,162.25,26.98,0.35,10.93,73.35, 307.0 ,Very Poor,6
211.75,372.75,41.42,2.52,15.62,81.6, 307.0 ,Very Poor,6
39.0,62.0,36.08,0.7,9.78,83.6, 307.0 ,Very Poor,6
105.25,185.0,9.2,0.5,5.75,64.65, 307.0 ,Very Poor,6
139.5,279.5,0.0,0.45,13.6,71.42, 307.0 ,Very Poor,6
298.25,541.25,70.8,2.75,13.78,81.9, 307.0 ,Very Poor,6
42.75,91.0,30.17,0.45,12.93,83.55, 307.0 ,Very Poor,6
187.25,374.0,46.6,0.0,8.93,85.05, 307.0 ,Very Poor,6
75.0,110.5,44.62,0.0,11.03,82.75, 307.0 ,Very Poor,6
59.0,144.0,10.75,0.0,4.65,36.4, 307.0 ,Very Poor,6
89.0,224.0,18.5,1.18,12.7,59.2, 307.0 ,Very Poor,6
177.0,312.0,85.72,1.32,10.1,77.07, 307.0 ,Very Poor,6
103.5,240.75,99.05,0.95,11.93,45.4, 307.0 ,Very Poor,6
194.75,267.5,66.7,0.0,9.95,14.73, 308.0 ,Very Poor,6
50.75,149.0,37.62,0.88,13.18,46.25, 308.0 ,Very Poor,6
226.0,313.0,27.68,0.0,8.17,58.42, 308.0 ,Very Poor,6
139.25,417.5,8.3,3.32,19.43,65.75, 308.0 ,Very Poor,6
106.0,243.0,21.3,0.9,15.58,57.6, 308.0 ,Very Poor,6
189.25,363.75,48.92,1.42,12.72,77.35, 308.0 ,Very Poor,6
144.75,258.75,21.4,0.05,10.15,80.32, 308.0 ,Very Poor,6
240.5,444.0,109.33,0.0,16.82,81.5, 308.0 ,Very Poor,6
56.0,132.0,7.67,0.28,7.25,40.75, 308.0 ,Very Poor,6
62.0,135.0,17.38,0.38,8.78,44.77, 308.0 ,Very Poor,6
45.0,146.0,28.05,1.55,13.65,54.47, 308.0 ,Very Poor,6
228.75,469.5,79.52,0.62,12.88,81.58, 308.0 ,Very Poor,6
79.0,220.0,68.18,0.03,8.22,46.02, 309.0 ,Very Poor,6
38.75,109.0,26.8,0.85,9.25,40.12, 309.0 ,Very Poor,6
201.0,467.0,1.95,5.85,29.03,71.17, 309.0 ,Very Poor,6
189.0,325.5,35.67,1.22,12.35,82.25, 309.0 ,Very Poor,6
171.0,334.75,36.0,1.23,10.27,83.05, 309.0 ,Very Poor,6
178.0,342.0,20.57,0.47,5.05,63.15, 309.0 ,Very Poor,6
137.75,268.5,0.0,0.53,5.12,83.23, 309.0 ,Very Poor,6
146.75,275.25,0.0,0.85,4.08,83.53, 309.0 ,Very Poor,6
154.25,296.75,0.0,0.88,10.18,82.75, 309.0 ,Very Poor,6
174.5,334.5,30.7,0.0,3.55,85.45, 309.0 ,Very Poor,6
55.0,139.0,27.48,0.77,11.0,48.62, 309.0 ,Very Poor,6
173.0,240.0,41.83,0.03,8.1,35.77, 310.0 ,Very Poor,6
147.5,202.75,41.77,0.13,8.38,36.28, 310.0 ,Very Poor,6
178.25,296.5,14.48,0.73,12.9,73.72, 310.0 ,Very Poor,6
165.25,275.75,24.4,0.38,8.05,82.88, 310.0 ,Very Poor,6
89.75,157.5,14.75,0.5,5.53,62.53, 310.0 ,Very Poor,6
198.25,384.0,43.6,2.03,14.85,79.88, 310.0 ,Very Poor,6
147.25,269.75,23.88,0.43,9.8,80.05, 310.0 ,Very Poor,6
199.0,382.0,17.08,1.3,10.22,82.22, 310.0 ,Very Poor,6
132.25,257.25,0.0,0.88,14.3,82.8, 310.0 ,Very Poor,6
127.75,237.0,0.0,0.7,9.28,83.6, 310.0 ,Very Poor,6
124.75,238.25,0.0,0.42,7.53,83.93, 310.0 ,Very Poor,6
194.25,363.75,95.6,0.0,12.65,82.35, 310.0 ,Very Poor,6
80.0,116.5,46.52,0.0,11.68,81.58, 310.0 ,Very Poor,6
103.0,202.0,30.6,0.4,14.5,69.03, 310.0 ,Very Poor,6
64.75,169.0,55.23,0.05,14.0,71.05, 311.0 ,Very Poor,6
98.75,178.75,39.65,0.57,15.15,70.88, 311.0 ,Very Poor,6
237.75,307.5,25.27,0.1,9.5,59.1, 311.0 ,Very Poor,6
118.75,189.75,30.15,0.3,12.85,70.32, 311.0 ,Very Poor,6
106.5,264.0,37.3,1.6,22.77,60.85, 311.0 ,Very Poor,6
403.5,645.25,37.65,6.53,26.7,83.48, 311.0 ,Very Poor,6
138.25,259.75,26.12,0.47,9.68,79.8, 311.0 ,Very Poor,6
127.0,229.0,30.1,0.25,0.0,51.78, 311.0 ,Very Poor,6
162.5,309.5,0.0,1.4,13.45,79.65, 311.0 ,Very Poor,6
151.75,290.0,0.0,1.12,14.42,81.83, 311.0 ,Very Poor,6
261.0,467.0,61.8,1.8,12.35,82.78, 311.0 ,Very Poor,6
289.25,699.25,87.35,4.03,9.68,84.53, 311.0 ,Very Poor,6
157.5,221.5,51.85,0.23,9.32,30.35, 312.0 ,Very Poor,6
38.25,91.75,12.93,0.47,10.03,33.58, 312.0 ,Very Poor,6
151.25,241.5,26.43,0.0,5.65,83.33, 312.0 ,Very Poor,6
217.5,409.0,41.08,2.18,12.25,81.7, 312.0 ,Very Poor,6
168.75,326.5,31.12,1.65,9.2,82.83, 312.0 ,Very Poor,6
136.0,258.5,27.75,0.53,9.43,78.93, 312.0 ,Very Poor,6
100.0,221.0,12.5,0.1,16.35,44.98, 312.0 ,Very Poor,6
156.0,266.25,30.03,0.0,1.48,85.97, 312.0 ,Very Poor,6
63.0,141.0,8.65,0.0,11.78,75.92, 312.0 ,Very Poor,6
176.5,323.5,83.55,0.0,14.35,83.03, 312.0 ,Very Poor,6
92.5,277.5,87.23,0.67,12.02,62.05, 312.0 ,Very Poor,6
228.25,453.75,91.05,1.0,10.93,68.6, 312.0 ,Very Poor,6
82.25,250.5,103.38,0.0,13.75,44.8, 312.0 ,Very Poor,6
0.0,243.25,59.18,0.37,9.6,21.08, 313.0 ,Very Poor,6
51.0,113.75,45.23,0.17,13.17,89.67, 313.0 ,Very Poor,6
149.0,244.75,13.9,0.35,13.1,64.42, 313.0 ,Very Poor,6
250.75,330.25,22.57,0.3,10.45,59.15, 313.0 ,Very Poor,6
105.75,362.25,39.83,1.35,20.07,59.03, 313.0 ,Very Poor,6
132.5,217.5,21.1,0.0,6.58,83.65, 313.0 ,Very Poor,6
137.0,265.5,29.52,0.62,8.47,77.2, 313.0 ,Very Poor,6
155.0,314.5,75.5,1.27,12.85,75.4, 313.0 ,Very Poor,6
51.0,99.0,28.6,0.03,11.25,84.33, 313.0 ,Very Poor,6
69.75,104.75,43.58,0.0,11.55,79.57, 313.0 ,Very Poor,6
255.25,507.75,83.1,0.43,13.75,73.05, 313.0 ,Very Poor,6
90.0,184.0,31.38,0.4,14.75,68.9, 313.0 ,Very Poor,6
152.5,263.25,51.9,0.08,18.8,60.27, 314.0 ,Very Poor,6
48.5,114.0,28.05,0.77,16.45,123.98, 314.0 ,Very Poor,6
160.0,237.5,19.02,0.0,8.2,76.88, 314.0 ,Very Poor,6
175.5,254.0,16.62,0.0,9.73,79.38, 314.0 ,Very Poor,6
44.25,90.75,9.4,0.45,10.18,32.07, 314.0 ,Very Poor,6
260.0,499.25,32.55,7.98,21.02,74.68, 314.0 ,Very Poor,6
96.5,165.75,5.67,0.55,7.25,68.42, 314.0 ,Very Poor,6
174.0,337.0,5.72,2.02,10.4,86.07, 314.0 ,Very Poor,6
78.0,152.0,0.0,0.0,19.25,43.58, 314.0 ,Very Poor,6
164.0,340.5,89.03,1.18,15.15,72.85, 314.0 ,Very Poor,6
243.25,451.0,54.5,1.4,12.32,83.55, 314.0 ,Very Poor,6
139.5,228.5,28.45,0.0,9.8,86.25, 314.0 ,Very Poor,6
169.0,309.75,78.95,0.0,14.55,83.45, 314.0 ,Very Poor,6
102.0,215.0,39.6,0.4,14.1,66.65, 314.0 ,Very Poor,6
153.25,246.25,35.87,0.1,25.4,107.3, 315.0 ,Very Poor,6
51.25,103.75,24.28,0.33,17.78,128.88, 315.0 ,Very Poor,6
150.5,281.0,12.85,0.38,8.65,74.9, 315.0 ,Very Poor,6
157.0,283.25,20.2,0.0,1.65,73.78, 315.0 ,Very Poor,6
161.25,255.75,22.7,0.0,0.0,74.62, 315.0 ,Very Poor,6
81.25,246.25,39.05,1.4,17.67,56.6, 315.0 ,Very Poor,6
129.0,206.0,20.85,0.0,6.55,84.05, 315.0 ,Very Poor,6
38.0,53.0,39.15,0.7,10.18,84.62, 315.0 ,Very Poor,6
269.5,458.25,37.0,4.17,24.8,84.2, 315.0 ,Very Poor,6
221.75,410.0,31.6,3.15,11.98,82.73, 315.0 ,Very Poor,6
159.25,303.75,33.48,1.4,8.45,81.75, 315.0 ,Very Poor,6
147.75,298.25,30.17,0.7,9.12,74.12, 315.0 ,Very Poor,6
189.75,395.0,104.92,2.58,14.75,69.45, 315.0 ,Very Poor,6
183.75,370.0,97.3,1.6,14.68,70.0, 315.0 ,Very Poor,6
42.0,99.5,46.72,0.0,11.57,80.22, 315.0 ,Very Poor,6
67.75,127.5,28.38,0.38,64.13,125.93, 316.0 ,Very Poor,6
85.5,186.75,42.7,1.17,14.88,67.15, 316.0 ,Very Poor,6
162.5,284.75,10.22,1.02,13.3,76.88, 316.0 ,Very Poor,6
189.75,272.25,14.73,0.67,9.62,80.4, 316.0 ,Very Poor,6
266.5,353.0,21.95,0.78,11.0,63.98, 316.0 ,Very Poor,6
154.0,215.5,33.47,0.48,11.78,68.88, 316.0 ,Very Poor,6
141.0,229.75,25.82,1.95,6.75,84.42, 316.0 ,Very Poor,6
172.5,323.25,31.27,0.7,8.97,65.88, 316.0 ,Very Poor,6
103.0,196.0,0.0,0.38,16.38,43.12, 316.0 ,Very Poor,6
135.0,230.75,30.6,0.0,11.8,86.5, 316.0 ,Very Poor,6
97.0,204.0,53.32,0.4,11.1,68.7, 316.0 ,Very Poor,6
142.0,238.0,32.15,0.1,29.4,133.3, 317.0 ,Very Poor,6
124.25,226.25,65.8,0.1,0.0,115.65, 317.0 ,Very Poor,6
105.75,200.5,119.97,0.61,188.88,131.8, 317.0 ,Very Poor,6
88.0,165.75,67.2,0.72,0.0,107.78, 317.0 ,Very Poor,6
170.75,296.0,6.52,2.77,17.1,77.55, 317.0 ,Very Poor,6
46.75,103.75,9.48,0.38,9.65,30.82, 317.0 ,Very Poor,6
266.25,368.0,24.75,0.95,13.78,64.85, 317.0 ,Very Poor,6
82.75,227.0,28.4,0.65,14.23,47.25, 317.0 ,Very Poor,6
88.75,156.75,3.33,0.65,11.55,75.52, 317.0 ,Very Poor,6
180.5,305.25,79.75,0.0,12.7,83.92, 317.0 ,Very Poor,6
68.25,220.5,93.2,2.08,16.5,61.25, 317.0 ,Very Poor,6
224.0,466.0,62.3,0.2,15.07,57.48, 317.0 ,Very Poor,6
222.5,468.0,81.95,0.65,10.62,56.58, 317.0 ,Very Poor,6
161.75,272.25,14.33,0.5,10.97,64.28, 318.0 ,Very Poor,6
160.0,296.0,7.4,2.9,15.5,74.23, 318.0 ,Very Poor,6
209.25,285.75,18.27,1.12,10.4,80.55, 318.0 ,Very Poor,6
47.75,114.75,10.78,0.38,7.92,32.6, 318.0 ,Very Poor,6
254.25,366.75,32.68,0.45,12.18,53.65, 318.0 ,Very Poor,6
276.75,489.75,30.8,8.33,25.02,76.45, 318.0 ,Very Poor,6
89.75,225.0,22.75,0.43,9.75,42.25, 318.0 ,Very Poor,6
219.0,368.5,33.15,1.53,15.05,84.47, 318.0 ,Very Poor,6
151.75,286.0,34.03,1.05,9.45,80.15, 318.0 ,Very Poor,6
179.0,337.25,36.03,0.7,8.35,59.45, 318.0 ,Very Poor,6
153.0,289.0,3.57,1.68,7.75,85.95, 318.0 ,Very Poor,6
